index,title,description,uri
S392,store digital data and systems,"Use software tools to archive data by copying and backing them up, in order to ensure their integrity and to prevent data loss.",http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a
S393,study website behaviour patterns,"Research, analyse and optimise business results and user experience online through the use of tracking website metric tools.",http://data.europa.eu/esco/skill/6fe76a8b-4d5f-4cea-b76b-5908463fb014
S394,support ICT system users,"Communicate with end users, instruct them on how to progress with tasks, use ICT support tools and methods to solve problems and identify possible side effects and provide solutions.",http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac
S395,synthesise information,"Critically read, interpret, and summarise new and complex information from diverse sources.",http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849
S396,synthesise research publications,"Read and interpret scientific publications that present a research problem, the methodology, its solution and hypothesis. Compare them and extract the information needed.",http://data.europa.eu/esco/skill/a8b3957f-08b4-4a76-927d-0b2e3d0dbd39
S397,teach in academic or vocational contexts,"Instruct students in the theory and practice of academic or vocational subjects, transferring the content of own and others' research activities.",http://data.europa.eu/esco/skill/4cd85845-f31c-4306-994d-e12d45114d83
S398,tend lathe,"Tend a lathe designed for cutting manufacturing processes on metal, wooden, plastic materials and others, monitor and operate it, according to regulations.",http://data.europa.eu/esco/skill/e4a9ec84-4eb3-494b-8a70-0fcf0d687f03
S399,test for behavioural patterns,Discern patterns in the behaviour of individuals by using various tests in order to understand the causes of their behaviour.,http://data.europa.eu/esco/skill/7bdcdadb-146c-475f-8cff-921c6fd5f858
S400,test for emotional patterns,Discern patterns in the emotions of individuals by using various tests in order to understand the causes of these emotions.,http://data.europa.eu/esco/skill/3d3db1e7-b041-495e-8a93-deeacded8a2f
S401,test ICT queries,Assess that developed queries return and execute correct actions and data.,http://data.europa.eu/esco/skill/e2fb1ee4-fbf9-4690-b677-3e6ff7cfdc48
S402,test system accessibility for users with special needs,Examine whether software interface complies with standards and regulations so that the system can be used by people with special needs.,http://data.europa.eu/esco/skill/be64bb4c-84ac-4c83-8cc7-fc8593e15136
S403,think abstractly,"Demonstrate the ability to use concepts in order to make and understand generalisations, and relate or connect them to other items, events, or experiences.",http://data.europa.eu/esco/skill/9a58cd26-58eb-4a1c-b1b6-64037fe9cfa1
S404,track key performance indicators,"Identify the quantifiable measures that a company or industry uses to gauge or compare performance in terms of meeting their operational and strategic goals, using preset performance indicators.",http://data.europa.eu/esco/skill/8dcbcabe-09f7-4d11-940d-125af57bbc40
S405,train employees,Lead and guide employees through a process in which they are taught the necessary skills for the perspective job. Organise activities aimed at introducing the work and systems or improving the performance of individuals and groups in organisational settings.,http://data.europa.eu/esco/skill/e54ff029-1ce9-447d-a5b2-eb7283a23e6e
S406,translate requirement concepts into content,Develop digital content by following given requirements and guidelines.,http://data.europa.eu/esco/skill/0dcbf7c5-bedf-4485-b16b-23df54443864
S407,translate requirements into visual design,"Develop visual design from given specifications and requirements, based on the analysis of the scope and target audience. Create a visual representation of ideas such as logos, website graphics, digital games and layouts.",http://data.europa.eu/esco/skill/2d6d4784-0992-48e7-b100-22d7229b3f0a
S408,troubleshoot,"Identify operating problems, decide what to do about it and report accordingly.",http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40
S409,use access control software,"Utilise software to define the roles and manage user authentication, privileges and access rights to ICT systems, data and services.",http://data.europa.eu/esco/skill/5da73370-f6b9-417d-a94c-09bf01f84aa2
S410,use an application-specific interface,Understand and use interfaces particular to an application or use case.,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9
S411,use automatic programming,"Utilise specialised software tools to generate computer code from specifications, such as diagrams, structured informations or other means of describing functionality.",http://data.europa.eu/esco/skill/7d10fcb2-b368-48ab-996b-7c9fafcf68ed
S412,use back-up and recovery tools,"Use tools which allow users to copy and archive computer software, configurations and data and recover them in case of loss.",http://data.europa.eu/esco/skill/82de2df7-0d6c-42b1-94ac-b3e9a029e917
S413,use CAD software,"Use computer-aided design (CAD) systems to assist in the creation, modification, analysis, or optimisation of a design.",http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1
S414,use CAM software,"Use computer-aided manufacturing (CAM) programmes to control machinery and machine tools in the creation, modification, analysis, or optimisation as part of the manufacturing processes of workpieces.",http://data.europa.eu/esco/skill/7a757fa5-9a6f-43ab-9e66-f8f4dba1ffcb
S415,use computer-aided engineering systems,Use computer-aided engineering software to conduct stress analyses on engineering designs.,http://data.europa.eu/esco/skill/3c6fe585-7d12-4315-b579-e30c042088ce
S416,use concurrent programming,"Utilise specialised ICT tools to create programs that can execute concurrent operations by splitting programs into parallel processes and, once computed, combining the outcomes together.",http://data.europa.eu/esco/skill/25b291b5-8245-4d9d-b391-86a8a31d7109
S417,use content management system software,"Use software that allows publishing, editing and modifying content as well as maintenance from a central interface.",http://data.europa.eu/esco/skill/56a10e3e-c9e7-4d39-b6f1-6013398fcb3a
S418,use customer relationship management software,"Use specialised software to manage company’s interactions with current and future customers. Organise, automate and synchronise sales, marketing, customer service, and technical support, to increase targeted sales.",http://data.europa.eu/esco/skill/9889b795-d755-41b2-8afd-2e3c87a65a38
S419,use data processing techniques,"Gather, process and analyse relevant data and information, properly store and update data and represent figures and data using charts and statistical diagrams.",http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522
S420,use databases,"Use software tools for managing and organising data in a structured environment which consists of attributes, tables and relationships in order to query and modify the stored data.",http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1
S421,use different communication channels,"Make use of various types of communication channels such as verbal, handwritten, digital and telephonic communication with the purpose of constructing and sharing ideas or information.",http://data.europa.eu/esco/skill/415abd43-e8e5-4643-b5da-5f11307af57a
S422,use e-services,Participate in society through the use of public and private digital services. Seek opportunities for self-empowerment and for participatory citizenship through appropriate digital technologies.,http://data.europa.eu/esco/skill/16a00c69-9c74-4c37-96d7-6301d285e5ce
S423,use experience map,"Examine all the interactions and touchpoints people have with a product, brand or service. Determine key variables such as duration and frequency of every touchpoint.",http://data.europa.eu/esco/skill/0737ad0a-75ac-4696-988b-565820577ac0
S424,use functional programming,"Utilise specialised ICT tools to create computer code which treats computation as the evaluation of mathematical functions and seeks to avoid state and mutable data. Use programming languages which support this method such as LISP, PROLOG and Haskell.",http://data.europa.eu/esco/skill/d31fab87-2a7d-485c-b699-2901ca294b15
S425,use ICT hardware,"Ability to use equipment such as monitor, mouse, keyboard, storage devices, printers, scanners etc to perform operations such as plugging in, starting up, shutting down, rebooting, saving files and other operations.",http://data.europa.eu/esco/skill/6474fc36-67ae-436b-9d39-c14402c6a89b
S426,use ICT ticketing system,"Utilise a specialised system to track registration, processing and resolution of issues in an organisation by assigning each of these issues a ticket, registering inputs from involved persons, tracking changes and displaying the status of the ticket, until it is completed.",http://data.europa.eu/esco/skill/6430eb0d-c6de-46b7-a7fc-3dd2e8e62a69
S427,use interface description language,Utilise specification language for describing interface connection among software components or programs in a programming-language-independent way. The languages which support this method are among others CORBA and WSDL.,http://data.europa.eu/esco/skill/0a30e5a8-60a8-4fda-9f89-8e9cee38da5a
S428,use logic programming,"Utilise specialised ICT tools to create computer code composed of series of sentences in logical form, expressing rules and facts about some problem domain. Use programming languages which support this method such as Prolog, Answer Set Programming and Datalog.",http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424
S429,use markup languages,"Utilise computer languages that are syntactically distinguishable from the text, to add annotations to a document, specify layout and process types of documents such as HTML.",http://data.europa.eu/esco/skill/0af062de-eb43-41e9-9b96-249e2cd22d26
S430,use measurement instruments,"Use different measurement instruments depending on the property to be measured. Utilise various instruments to measure length, area, volume, speed, energy, force, and others.",http://data.europa.eu/esco/skill/b92758d4-4591-4df1-9ceb-f907aa71ebd9
S431,use methodologies for user-centered design,"Use design methodologies in which the needs, wishes and limitations of end users of a product, service or process are given extensive attention at each stage of the design process.",http://data.europa.eu/esco/skill/7364cc39-b9c0-449f-9416-57723e2fd9c4
S432,use object-oriented programming,"Utilise specialised ICT tools for programming paradigm based on the concept of objects, which can contain data in the form of fields and code in the form of procedures. Use programming languages which support this method such as JAVA and C++.",http://data.europa.eu/esco/skill/5b9cde20-f1b9-4adc-bfb3-dbf70b14138d
S433,use personal organization software,"Use software tools, such as calendars, to-do lists, time-tracking, contact lists, to help in managing personal efficiency.",http://data.europa.eu/esco/skill/fdf15b35-9028-4acb-bfd2-43f00a015cd9
S434,use presentation software,"Use software tools to create digital presentations which combine various elements, such as graphs, images, text and other multimedia.",http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb
S435,use query languages,Retrieve information from a database or information system using computer languages designed for the retrieval of data.,http://data.europa.eu/esco/skill/75f839c2-fd9a-4ad3-8921-6e734608568d
S436,use scripting programming,"Utilise specialised ICT tools to create computer code that is interpreted by the corresponding run-time environments in order to extend applications and automate common computer operations. Use programming languages which support this method such as Unix Shell scripts, JavaScript, Python and Ruby.",http://data.europa.eu/esco/skill/5ef0c719-5bcb-49f8-b8eb-824388225333
S437,use software design patterns,"Utilise reusable solutions, formalised best practices, to solve common ICT development tasks in software development and design.",http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17
S438,use software for data preservation,Utilise specialised applications and software to collect and preserve digital information.,http://data.europa.eu/esco/skill/3c4c3fa1-d638-42df-8e98-2a38021da6f9
S439,use software libraries,Utilise collections of codes and software packages which capture frequently used routines to help programmers simplify their work.,http://data.europa.eu/esco/skill/8b94aa1e-89c9-459d-b3b4-1dfab8dec2df
S440,use spreadsheets software,"Use software tools to create and edit tabular data to carry out mathematical calculations, organise data and information, create diagrams based on data and to retrieve them.",http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be
S441,use technical documentation,Understand and use technical documentation in the overall technical process.,http://data.europa.eu/esco/skill/cffc3e97-e942-4b13-a2f3-0bf4910c06d3
S442,use technical drawing software,Create technical designs and technical drawings using specialised software.,http://data.europa.eu/esco/skill/541561bc-510c-4a99-881c-2d8bf5a85462
S443,use technology for forensics,Operate specialised tools used for forensic investigations.,http://data.europa.eu/esco/skill/45a16833-6666-488d-aadf-e02e569275e8
S444,use word processing software,"Use computer software applications for composition, editing, formatting, and printing of any sort of written material.",http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330
S445,utilise computer-aided software engineering tools,"Use software tools (CASE) to support the development lifecycle, design and implementation of software and applications of high-quality that can be easily maintained.",http://data.europa.eu/esco/skill/172020d1-e151-445b-8173-e2a5fb16fe51
S446,utilise content types,"Use MIME types and subtypes as standard identifier to indicate the type of data that a file contains such as the type of link, object, script and style elements and the media type.",http://data.europa.eu/esco/skill/7234e847-451d-499a-9c7b-0050a4e758d6
S447,utilise decision support system,Use the available ICT systems that can be used to support business or organisational decision making.,http://data.europa.eu/esco/skill/df0612db-366c-4ff5-b106-40b9e385195c
S448,utilise machine learning,"Use techniques and algorithms that are able to extract mastery out of data, learn from it and make predictions, to be used for program optimisation, application adaptation, pattern recognition, filtering, search engines and computer vision.",http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433
S449,utilise regular expressions,Combine characters from a specific alphabet using well defined rules to generate character strings that can be used to describe a language or a pattern.,http://data.europa.eu/esco/skill/697dcc9f-ae92-4506-b5f2-e770d7589f74
S450,verify formal ICT specifications,"Check capabilities, correctness and efficiency of intended algorithm or system to match certain formal specifications.",http://data.europa.eu/esco/skill/ee3b1553-2dc5-434b-8dcf-4ae3a40b3a48
S451,write database documentation,Develop documentation containing information about the database that is relevant to end users.,http://data.europa.eu/esco/skill/64db87c7-2360-4e20-88d3-d222402e477c
S452,write research proposals,"Synthetise and write proposals aiming to solve research problems. Draft the proposal baseline and objectives, the estimated budget, risks and impact. Document the advances and new developments on the relevant subject and field of study.",http://data.europa.eu/esco/skill/0ee7b0d6-db98-4785-9948-f2ef415d155a
S453,write scientific publications,"Present the hypothesis, findings, and conclusions of your scientific research in your field of expertise in a professional publication.",http://data.europa.eu/esco/skill/c3c2420c-ce9a-4371-8eed-1db479c3a562
S454,write work-related reports,Compose work-related reports that support effective relationship management and a high standard of documentation and record keeping. Write and present results and conclusions in a clear and intelligible way so they are comprehensible to a non-expert audience.,http://data.europa.eu/esco/skill/918f5211-b99f-4b29-9a34-6e475583ef55
